Age,Gender,Education Level,Job Title,Years of Experience,Salary
38,Other,Master,Marketing Director,14,170000.0
28,Male,Bachelor,Software Engineer,5,90000.0
37,Female,Master,Senior Software Engineer,9,150000.0
41,Female,PhD,Software Engineer Manager,13,180000.0
36,Male,Master,Full Stack Engineer,8,140000.0
24,Female,High School,Receptionist,0,25000.0
36,Female,Bachelor,Operations Manager,7,85000.0
36,Other,Bachelor,Web Developer,10,100000.0
28,Other,Master,Product Manager,3,130000.0
46,Male,PhD,Senior Data Analyst,17,155000.0
39,Male,Master,Software Engineer Manager,12,160000.0
28,Female,Master,Full Stack Engineer,7,140000.0
58,Female,PhD,Software Engineer Manager,17,195000.0
41,Female,Master,Software Engineer Manager,14,180000.0
49,Female,PhD,Senior Project Engineer,19,200000.0
36,Female,PhD,Research Scientist,12,160000.0
38,Female,Bachelor,Senior Accountant,10,80000.0
26,Female,Bachelor,Social Media Manager,3,55000.0
32,Male,Bachelor,Software Engineer,8,190000.0
31,Female,Bachelor,Data Analyst,9,195000.0
29,Female,Master,Senior HR Generalist,4,70000.0
24,Other,Bachelor,Software Developer,2,55000.0
27,Other,Bachelor,Junior Software Engineer,1,45000.0
38,Female,Bachelor,Front end Developer,11,136285.0
33,Female,Master,Product Manager,11,198000.0
31,Other,Bachelor,Sales Director,9,140000.0
31,Other,Master,Full Stack Engineer,6,130000.0
28,Female,Bachelor,Front end Developer,3,80000.0
24,Other,Bachelor,Junior Developer,1,40000.0
32,Other,Bachelor,Product Manager,7,120000.0
38,Other,Bachelor,Senior Operations Coordinator,9,120000.0
34,Male,Master,Data Analyst,8,100000.0
29,Other,Bachelor,Junior Marketing Manager,3,55000.0
43,Other,PhD,Senior Project Engineer,13,180000.0
29,Other,Bachelor,Digital Marketing Specialist,3,60000.0
30,Male,Master,Financial Analyst,6,100000.0
30,Female,Master,Front end Developer,5,105000.0
36,Other,Bachelor,Sales Manager,6,75000.0
27,Male,Bachelor,Software Engineer,3,80000.0
30,Male,Master,Front end Developer,6,99363.0
35,Male,PhD,Senior Product Marketing Manager,9,95000.0
41,Female,PhD,Data Scientist,15,190000.0
38,Female,PhD,Software Engineer Manager,15,185000.0
28,Male,Bachelor,Product Designer,3,60000.0
27,Male,Master,Human Resources Coordinator,3,50000.0
36,Male,PhD,Director of Data Science,12,170000.0
35,Male,PhD,Senior Research Scientist,10,130000.0
27,Male,High School,Sales Manager,2,40000.0
26,Other,Bachelor,Junior Software Developer,2,35000.0
26,Male,Master,Front end Developer,3,73218.0
24,Other,High School,Sales Associate,1,30000.0
38,Other,Master,Marketing Director,14,170000.0
32,Female,Master,Product Manager,7,110000.0
27,Male,Bachelor,Marketing Coordinator,3,45000.0
30,Female,Bachelor,Software Engineer,5,90000.0
27,Female,Bachelor,Software Engineer,3,80000.0
42,Female,PhD,Data Scientist,13,140000.0
40,Other,Master,Human Resources Manager,11,120000.0
40,Female,Bachelor,Event Coordinator,12,60000.0
40,Male,PhD,Director of HR,13,135000.0
29,Other,Bachelor,Software Engineer,4,140000.0
23,Male,Bachelor,Software Engineer,1,50000.0
35,Other,PhD,Research Scientist,11,150000.0
25,Male,Master,Junior HR Generalist,1,32000.0
26,Female,Master,Front end Developer,2,65840.0
35,Female,Bachelor,Operations Manager,8,90000.0
39,Other,Master,Marketing Manager,11,120000.0
32,Other,Bachelor,Front end Developer,6,110000.0
31,Female,Master,Senior Project Engineer,7,135000.0
31,Male,Bachelor,Software Engineer,5,90000.0
42,Male,Master,Director of Marketing,13,130000.0
41,Other,Bachelor,Sales Manager,8,80000.0
49,Other,PhD,Senior Project Engineer,17,195000.0
44,Male,Master,Senior Software Engineer,18,152168.0
44,Female,PhD,Software Engineer Manager,11,165000.0
31,Female,Bachelor,Sales Director,9,140000.0
29,Other,Bachelor,Front End Developer,4,80000.0
24,Male,High School,Sales Associate,1,30000.0
28,Male,Master,Front end Developer,5,105000.0
42,Male,Master,Product Manager,14,180000.0
37,Male,Bachelor,Data Analyst,11,160000.0
28,Other,Bachelor,Software Engineer,3,80000.0
27,Female,Bachelor,Product Designer,3,60000.0
36,Male,Bachelor,Sales Director,6,75000.0
36,Other,PhD,Senior Product Marketing Manager,10,100000.0
33,Other,Master,Senior Project Engineer,10,113334.0
33,Female,Bachelor,Operations Manager,6,75000.0
36,Female,Master,Senior Data Scientist,9,125000.0
25,Female,Master,Software Engineer,2,60000.0
22,Other,High School,Receptionist,0,25000.0
36,Male,Bachelor,Sales Manager,11,160000.0
31,Male,Master,Data Scientist,6,160000.0
27,Male,Bachelor,Marketing Coordinator,3,45000.0
29,Other,Bachelor,Financial Manager,4,55000.0
33,Male,Master,Marketing Manager,9,130000.0
32,Female,Bachelor,Product Manager,7,120000.0
27,Male,Master,Director of HR,5,80000.0
29,Other,Bachelor,Front end Developer,3,80000.0
25,Female,Master,Software Engineer,2,60000.0
41,Other,PhD,Data Scientist,15,190000.0
26,Other,Bachelor,Junior Software Developer,1,35000.0
25,Male,Master,Data Analyst,1,100000.0
41,Other,PhD,Data Scientist,15,190000.0
42,Male,PhD,Data Scientist,13,140000.0
30,Other,Master,Financial Manager,7,120000.0
41,Male,PhD,Director of Data Science,16,200000.0
33,Other,Master,Data Analyst,8,100000.0
37,Other,Master,Marketing Manager,12,125000.0
31,Female,PhD,Data Scientist,8,190000.0
24,Female,High School,Receptionist,0,25000.0
29,Male,Bachelor,Marketing Analyst,4,70000.0
43,Other,Master,Digital Marketing Manager,15,150000.0
44,Female,PhD,Senior Project Engineer,16,190000.0
43,Female,Master,Senior Software Engineer,19,152944.0
28,Male,Bachelor,Software Engineer,4,140000.0
26,Other,Master,Product Manager,2,120000.0
35,Female,Master,Data Analyst,9,120000.0
44,Male,Master,Senior Software Engineer,12,170000.0
24,Other,Bachelor,Data Analyst,1,90000.0
34,Female,Bachelor,Human Resources Manager,6,75000.0
31,Other,Master,Data Scientist,9,195000.0
48,Female,PhD,Senior Product Marketing Manager,17,170000.0
29,Female,Bachelor,Software Engineer,4,140000.0
33,Female,Bachelor,Human Resources Manager,8,95000.0
33,Female,Master,Front end Developer,9,150000.0
36,Other,PhD,Senior Data Scientist,12,170000.0
32,Female,Master,Full Stack Engineer,6,130000.0
42,Male,Master,Software Engineer Manager,13,170000.0
43,Other,Master,Senior Software Engineer,21,180367.0
27,Female,Bachelor,Junior Data Analyst,2,50000.0
52,Male,PhD,Software Engineer Manager,29,194214.0
29,Other,Bachelor,Software Engineer,4,140000.0
34,Other,Master,Senior Software Engineer,9,150000.0
39,Female,Master,Marketing Coordinator,11,120000.0
39,Male,PhD,Senior Research Scientist,13,145000.0
31,Male,Bachelor,Junior Marketing Manager,5,70000.0
27,Female,Bachelor,Software Engineer,3,80000.0
38,Other,Bachelor,Operations Manager,11,119000.0
31,Male,Master,Data Scientist,6,160000.0
36,Other,PhD,Senior Data Scientist,12,170000.0
26,Other,Bachelor,Junior Software Developer,1,35000.0
44,Female,PhD,Senior Project Engineer,16,190000.0
33,Other,Master,Product Manager,11,198000.0
27,Other,Bachelor,Data Analyst,2,110000.0
43,Other,PhD,Senior Project Engineer,13,180000.0
29,Other,Bachelor,Sales Director,6,75000.0
30,Other,Master,Senior Project Engineer,4,92438.0
36,Male,PhD,Research Scientist,12,160000.0
25,Other,Master,Junior HR Generalist,1,32000.0
37,Female,Bachelor,Software Project Manager,9,95000.0
30,Male,Master,Senior Project Engineer,5,106278.0
38,Male,Master,Marketing Director,14,170000.0
31,Male,Bachelor,Operations Manager,6,75000.0
44,Male,Bachelor,Senior Software Engineer,14,130000.0
35,Female,Bachelor,Operations Manager,8,90000.0
44,Female,PhD,Data Scientist,18,180000.0
39,Female,Bachelor,Financial Manager,16,200000.0
24,Male,Bachelor,Sales Executive,1,35000.0
42,Other,PhD,Data Scientist,13,140000.0
29,Other,Bachelor,Software Engineer,4,140000.0
37,Male,Bachelor,Data Analyst,11,160000.0
24,Female,High School,Receptionist,0,25000.0
33,Male,Bachelor,Web Developer,5,70000.0
23,Other,High School,Sales Executive,1,35000.0
39,Other,PhD,Director of HR,13,135000.0
48,Male,PhD,Data Scientist,22,220000.0
30,Other,PhD,Data Scientist,7,185000.0
24,Other,High School,Sales Associate,1,30000.0
48,Female,PhD,Director of Data Science,18,210000.0
24,Other,Bachelor,Product Manager,3,125000.0
50,Female,Master,Content Marketing Manager,19,190000.0
32,Other,Bachelor,Product Manager,7,120000.0
50,Other,PhD,Director of Operations,22,180000.0
32,Male,Master,Financial Manager,8,120000.0
47,Male,PhD,Software Engineer Manager,15,185000.0
23,Female,Bachelor,Sales Representative,1,35000.0
38,Female,PhD,Software Engineer Manager,15,185000.0
26,Female,Bachelor,Data Analyst,3,130000.0
36,Other,Bachelor,Senior Business Development Manager,8,110000.0
41,Female,Master,Human Resources Manager,13,140000.0
29,Female,Bachelor,Junior Marketing Manager,3,55000.0
33,Female,Master,Full Stack Engineer,9,132092.5
37,Other,PhD,Product Manager,14,195000.0
40,Female,Bachelor,Financial Manager,16,200000.0
55,Other,PhD,Software Engineer Manager,17,195000.0
33,Other,Master,Product Manager,11,198000.0
30,Other,Bachelor,Data Analyst,5,145000.0
27,Female,Bachelor,Graphic Designer,2,50000.0
34,Other,PhD,Director of Marketing,12,170000.0
30,Male,Bachelor,Digital Marketing Specialist,4,65000.0
51,Other,PhD,Senior Project Engineer,19,200000.0
29,Female,Master,Senior Human Resources Manager,4,70000.0
55,Other,PhD,Software Engineer Manager,17,195000.0
29,Other,Bachelor,Software Engineer,4,140000.0
34,Male,Bachelor,Human Resources Manager,6,75000.0
31,Female,PhD,Research Scientist,8,120000.0
38,Other,Bachelor,Senior Accountant,10,80000.0
44,Other,PhD,Software Engineer Manager,18,190000.0
44,Male,PhD,Data Scientist,18,180000.0
26,Female,Bachelor,Junior Software Engineer,1,45000.0
27,Male,Bachelor,Sales Representative,3,45000.0
28,Female,Bachelor,Front end Developer,3,80000.0
58,Female,PhD,Software Engineer Manager,17,195000.0
31,Female,Bachelor,Junior Marketing Coordinator,3,50000.0
23,Other,Bachelor,Junior HR Generalist,1,32000.0
42,Other,Master,Software Engineer Manager,13,170000.0
34,Other,Master,Full Stack Engineer,10,163398.0
43,Male,Master,Senior Software Engineer,19,152944.0
26,Other,Bachelor,Junior Software Developer,2,35000.0
32,Male,Bachelor,Marketing Coordinator,4,50000.0
27,Female,Bachelor,Junior Data Analyst,2,50000.0
30,Other,Bachelor,Data Analyst,5,145000.0
27,Male,Bachelor,Software Developer,3,61000.0
35,Male,Master,Senior Software Developer,9,110000.0
45,Male,Master,Marketing Manager,20,204000.0
34,Male,Master,Full Stack Engineer,12,160976.0
48,Male,PhD,Data Scientist,22,220000.0
29,Male,Bachelor,Marketing Analyst,4,70000.0
32,Other,Bachelor,Marketing Coordinator,4,50000.0
36,Other,PhD,Senior Data Scientist,12,170000.0
29,Other,Bachelor,Software Engineer,4,140000.0
33,Female,PhD,Sales Director,10,155000.0
24,Male,Bachelor,Web Developer,1,45000.0
42,Other,Master,Full Stack Engineer,19,176643.0
36,Male,Bachelor,Sales Manager,6,75000.0
32,Female,Bachelor,Product Manager,7,120000.0
38,Male,Bachelor,Senior Accountant,10,80000.0
45,Other,PhD,Data Scientist,18,180000.0
29,Other,Bachelor,Software Engineer,4,140000.0
38,Female,PhD,Software Engineer Manager,15,185000.0
32,Male,PhD,Data Scientist,9,145000.0
34,Other,Master,Full Stack Engineer,7,140000.0
40,Female,PhD,Senior Software Engineer,12,160000.0
27,Other,High School,Junior Sales Associate,2,35000.0
42,Other,Master,Product Manager,12,196000.0
22,Male,High School,Receptionist,0,25000.0
44,Female,PhD,Data Scientist,16,160000.0
32,Other,Bachelor,Software Engineer,8,190000.0
32,Male,Bachelor,Marketing Coordinator,4,50000.0
23,Other,Bachelor,Junior HR Generalist,1,32000.0
26,Female,High School,Sales Manager,2,40000.0
44,Other,PhD,Software Engineer Manager,18,190000.0
54,Other,Master,Senior Software Engineer,32,195270.0
25,Other,Bachelor,Junior Web Developer,1,40000.0
40,Male,Master,Human Resources Manager,11,120000.0
31,Female,PhD,Data Scientist,8,190000.0
29,Female,Bachelor,Software Engineer,4,140000.0
29,Male,Bachelor,Digital Marketing Specialist,3,60000.0
23,Other,Bachelor,Senior Project Engineer,0,51831.0
47,Other,PhD,Full Stack Engineer,12,175000.0
35,Male,Bachelor,Senior Marketing Analyst,8,85000.0
30,Female,Bachelor,Marketing Coordinator,5,85000.0
27,Other,High School,Junior Sales Associate,2,35000.0
31,Female,Master,Financial Manager,7,120000.0
30,Other,Bachelor,Junior Marketing Manager,4,50000.0
40,Female,Master,Marketing Coordinator,12,122000.0
37,Male,Master,Marketing Director,14,170000.0
34,Male,PhD,Research Director,12,170000.0
32,Female,Master,Senior Software Engineer,7,140000.0
31,Male,Bachelor,Data Analyst,9,195000.0
30,Male,Bachelor,Digital Marketing Specialist,4,65000.0
48,Male,Master,Director of Marketing,21,180000.0
26,Female,Bachelor,Product Designer,2,50000.0
32,Male,Bachelor,Product Manager,7,120000.0
26,Other,Bachelor,Marketing Coordinator,2,40000.0
49,Male,PhD,Data Scientist,22,220000.0
40,Male,Master,Human Resources Manager,12,130000.0
29,Male,Bachelor,Marketing Analyst,3,60000.0
34,Female,Master,Full Stack Engineer,12,160976.0
25,Female,Master,Software Engineer,2,60000.0
36,Female,PhD,Research Scientist,12,160000.0
30,Female,Master,Financial Analyst,6,100000.0
49,Other,High School,Senior Project Engineer,25,154207.0
38,Male,Master,Marketing Manager,12,125000.0
41,Female,Master,Senior Project Engineer,15,143705.0
45,Male,Master,Marketing Manager,13,130000.0
24,Female,High School,Sales Associate,1,30000.0
31,Female,Bachelor,Software Engineer,9,180000.0
30,Male,Master,Software Engineer,6,170000.0
26,Female,Bachelor,Junior Web Developer,2,45000.0
39,Female,Bachelor,Financial Manager,16,200000.0
30,Male,Bachelor,Back end Developer,5,100000.0
47,Male,PhD,Data Scientist,19,190000.0
34,Other,Master,Full Stack Engineer,7,140000.0
51,Other,Master,Senior Product Marketing Manager,19,190000.0
38,Other,Master,Senior Software Engineer,13,134858.0
32,Other,Bachelor,Software Engineer,5,90000.0
29,Other,Bachelor,Marketing Analyst,2,55000.0
26,Other,Master,Back end Developer,2,70000.0
32,Female,Bachelor,Junior Product Manager,4,65000.0
30,Other,High School,Sales Executive,2,40000.0
29,Other,Bachelor,Marketing Analyst,4,70000.0
48,Other,PhD,Director of Data Science,18,210000.0
54,Male,PhD,Software Engineer Manager,32,191510.0
28,Male,PhD,Sales Representative,4,55000.0
28,Male,Bachelor,Junior Data Analyst,3,52000.0
52,Male,PhD,Software Engineer Manager,29,194214.0
32,Other,Bachelor,Product Manager,7,120000.0
29,Female,Bachelor,Software Engineer,4,140000.0
33,Female,Bachelor,Junior Business Analyst,4,60000.0
33,Female,Master,Back end Developer,9,150000.0
35,Female,PhD,Research Director,11,160000.0
44,Female,PhD,Data Scientist,18,180000.0
33,Other,PhD,Data Scientist,8,190000.0
33,Female,Master,Product Manager,8,135000.0
26,Male,Bachelor,Junior Software Developer,1,35000.0
46,Female,Master,Senior Project Manager,21,135000.0
29,Female,Bachelor,Marketing Coordinator,4,50000.0
30,Female,PhD,Data Scientist,6,135000.0
45,Female,PhD,Data Scientist,19,190000.0
26,Female,Bachelor,Social Media Manager,3,55000.0
42,Other,Master,Software Engineer Manager,13,170000.0
36,Male,Bachelor,Sales Manager,11,160000.0
30,Male,Master,Senior Project Engineer,5,106278.0
26,Male,Bachelor,Data Analyst,3,130000.0
35,Other,Master,Senior Project Engineer,8,101332.0
30,Female,Bachelor,Financial Manager,4,55000.0
27,Female,Bachelor,Software Engineer,3,80000.0
30,Other,Bachelor,Marketing Coordinator,5,85000.0
42,Other,Master,Product Manager,12,196000.0
32,Male,Master,Product Manager,7,110000.0
29,Male,Bachelor,Junior Web Developer,2,45000.0
42,Male,Master,Full Stack Engineer,19,176643.0
24,Other,Master,Back end Developer,0,55538.0
29,Female,Bachelor,Marketing Analyst,2,55000.0
52,Male,PhD,Chief Technology Officer,24,250000.0
44,Male,PhD,Senior Business Analyst,15,150000.0
37,Male,Master,Marketing Director,14,170000.0
45,Female,Master,Marketing Manager,13,130000.0
30,Female,Bachelor,Marketing Coordinator,4,50000.0
36,Other,Master,Back end Developer,8,140000.0
28,Female,Master,Human Resources Coordinator,2,45000.0
27,Other,Bachelor,Product Designer,3,60000.0
27,Other,Master,Content Marketing Manager,4,80000.0
32,Male,Master,Product Manager,7,110000.0
37,Male,Master,Marketing Manager,11,120000.0
27,Other,Master,Content Marketing Manager,4,80000.0
25,Female,Bachelor,Data Entry Clerk,0,35000.0
29,Other,Bachelor,Software Developer,3,61000.0
31,Other,Bachelor,Software Engineer,6,155000.0
24,Male,Bachelor,Data Analyst,2,110000.0
28,Other,PhD,Director of Marketing,6,105000.0
39,Female,Master,Senior Software Engineer,15,134641.0
29,Female,Bachelor,Product Manager,5,85000.0
25,Male,Master,Data Analyst,1,100000.0
50,Other,PhD,Data Scientist,23,225000.0
32,Other,Bachelor,Software Engineer,8,190000.0
34,Other,Master,Full Stack Engineer,7,140000.0
37,Male,Master,Full Stack Engineer,14,161393.0
30,Male,Master,Web Developer,4,65000.0
32,Male,Bachelor,Project Manager,8,120000.0
38,Male,Bachelor,Operations Manager,11,119000.0
29,Male,Bachelor,Front end Developer,4,90000.0
43,Other,Bachelor,Senior IT Project Manager,14,130000.0
27,Other,Bachelor,Junior Sales Representative,1,35000.0
49,Other,PhD,Senior Project Engineer,17,195000.0
23,Female,High School,Front end Developer,2,62852.0
44,Male,Master,Senior Project Engineer,11,170000.0
27,Male,Bachelor,Software Engineer,4,140000.0
42,Female,PhD,Data Scientist,14,140000.0
25,Female,High School,Sales Executive,1,35000.0
24,Other,High School,Junior Sales Associate,1,30000.0
28,Female,Bachelor,Front end Developer,2,70000.0
55,Other,PhD,Software Engineer Manager,17,195000.0
37,Male,Bachelor,Product Manager,13,160000.0
33,Female,Master,Senior Software Engineer,8,140000.0
38,Other,Master,Marketing Director,14,170000.0
54,Other,PhD,Software Engineer Manager,32,191510.0
24,Other,High School,Junior Sales Associate,1,30000.0
47,Male,PhD,Director of Engineering,20,180000.0
50,Other,PhD,Data Scientist,23,225000.0
36,Female,Bachelor,Junior Data Analyst,7,60000.0
27,Male,Bachelor,Front end Developer,2,70000.0
31,Male,Master,Data Scientist,6,160000.0
23,Male,Bachelor,Software Engineer,1,50000.0
49,Male,PhD,Software Engineer Manager,15,185000.0
29,Male,Bachelor,Software Engineer,6,155000.0
28,Other,PhD,Director of Marketing,6,105000.0
36,Male,Bachelor,Senior Project Engineer,14,119224.0
29,Male,Bachelor,Front End Developer,3,70000.0
31,Male,Master,Data Scientist,6,160000.0
31,Male,Bachelor,Operations Manager,5,70000.0
35,Other,Bachelor,Operations Manager,8,90000.0
42,Other,Master,Product Manager,14,180000.0
27,Female,Bachelor,Junior Data Analyst,2,50000.0
26,Female,Bachelor,Junior Web Developer,2,45000.0
39,Male,Master,Director of HR,12,120000.0
58,Other,Master,Senior Software Engineer,27,190004.0
26,Female,Bachelor,Product Designer,2,50000.0
52,Female,PhD,Software Engineer Manager,16,190000.0
31,Male,Master,Data Scientist,6,160000.0
35,Male,Master,Data Analyst,9,120000.0
26,Female,Bachelor,Junior Software Engineer,1,45000.0
43,Male,PhD,Senior Project Engineer,13,180000.0
44,Female,PhD,Data Scientist,18,180000.0
30,Male,Bachelor,Operations Manager,5,70000.0
37,Male,Master,Marketing Director,14,170000.0
31,Male,Bachelor,Junior Project Manager,4,60000.0
37,Male,Master,Senior Human Resources Manager,9,105000.0
26,Male,Bachelor,Product Designer,2,50000.0
25,Male,High School,Junior Sales Associate,1,30000.0
23,Female,Bachelor,Sales Representative,1,35000.0
28,Other,Master,Product Manager,3,130000.0
33,Male,PhD,Data Scientist,8,190000.0
35,Male,PhD,Senior Research Scientist,10,130000.0
50,Other,PhD,Director of Operations,22,180000.0
29,Other,Bachelor,Software Developer,3,61000.0
32,Female,Bachelor,Product Manager,7,120000.0
35,Male,PhD,Senior Human Resources Manager,10,110000.0
35,Female,Master,Data Analyst,9,120000.0
32,Other,Bachelor,Software Engineer,8,190000.0
27,Female,Bachelor,Software Engineer,3,80000.0
28,Other,Bachelor,Software Engineer,3,80000.0
35,Other,Master,Data Analyst,9,120000.0
31,Male,Master,Senior Software Engineer,7,140000.0
33,Other,Master,Product Manager,11,198000.0
27,Female,High School,Junior Sales Associate,2,35000.0
27,Male,High School,Back end Developer,4,79767.0
33,Female,Bachelor,Full Stack Engineer,6,115000.0
29,Male,Bachelor,Software Engineer,4,140000.0
37,Other,Master,Marketing Manager,9,130000.0
31,Female,Master,Financial Manager,7,120000.0
35,Female,Bachelor,Senior Project Engineer,12,166375.0
26,Male,Bachelor,Junior Software Developer,2,35000.0
34,Male,Master,Data Scientist,9,195000.0
26,Male,Master,Full Stack Engineer,4,104702.0
29,Female,Bachelor,Software Engineer,4,140000.0
45,Other,Master,Marketing Manager,20,204000.0
35,Other,Master,Full Stack Engineer,9,132092.5
30,Female,Master,Back end Developer,6,130000.0
41,Male,Bachelor,Senior Project Coordinator,11,95000.0
41,Female,PhD,Data Scientist,15,190000.0
35,Male,Master,Human Resources Manager,8,92000.0
32,Other,Bachelor,Software Engineer,10,190000.0
26,Male,Bachelor,Software Engineer,1,50000.0
35,Other,PhD,Research Director,11,160000.0
33,Female,Master,Marketing Manager,9,130000.0
30,Female,Bachelor,Software Engineer,4,140000.0
33,Female,Master,Data Analyst,8,100000.0
49,Male,PhD,Senior Project Engineer,17,195000.0
27,Other,Bachelor,Junior Software Engineer,1,45000.0
30,Female,High School,Junior Sales Associate,1,30000.0
35,Female,Master,Data Scientist,10,195000.0
31,Female,High School,Sales Associate,3,50000.0
33,Other,Master,Data Analyst,8,100000.0
45,Male,Master,Marketing Manager,13,130000.0
55,Female,Bachelor,Senior Project Engineer,28,193964.0
33,Female,PhD,Research Scientist,10,150000.0
31,Male,Bachelor,Full Stack Engineer,6,115000.0
27,Other,Bachelor,Junior Data Analyst,2,50000.0
26,Other,Bachelor,Senior Product Marketing Manager,5,85000.0
31,Other,Master,Data Scientist,9,195000.0
31,Male,Master,Financial Analyst,6,100000.0
26,Other,Bachelor,Data Analyst,3,130000.0
36,Other,Bachelor,Software Engineer Manager,8,135000.0
32,Other,Bachelor,Software Engineer,8,190000.0
32,Female,Bachelor,Back end Developer,4,95000.0
35,Other,Master,Product Manager,7,110000.0
34,Female,Master,Product Manager,12,196000.0
40,Female,Master,Human Resources Manager,11,120000.0
36,Female,PhD,Research Director,12,170000.0
37,Other,Master,Marketing Manager,9,130000.0
49,Other,PhD,Data Scientist,22,220000.0
42,Male,Master,Senior Software Engineer,18,152168.0
24,Other,Bachelor,Software Developer,2,55000.0
28,Other,Bachelor,Software Engineer,3,80000.0
50,Male,PhD,Senior Project Engineer,19,200000.0
36,Male,PhD,Senior Research Scientist,11,135000.0
24,Other,High School,Junior Sales Associate,1,30000.0
50,Other,Master,Content Marketing Manager,19,190000.0
54,Male,PhD,Software Engineer Manager,16,190000.0
50,Male,PhD,Software Engineer Manager,20,200000.0
32,Male,PhD,Research Scientist,10,150000.0
26,Female,Bachelor,Back end Developer,2,65000.0
30,Female,Bachelor,Software Developer,6,85000.0
44,Female,Master,Human Resources Manager,15,152000.0
48,Other,Bachelor,HR Manager,18,140000.0
36,Other,Master,Marketing Director,11,160000.0
32,Male,Bachelor,Director of Marketing,8,80000.0
33,Other,Bachelor,Business Analyst,7,75000.0
31,Male,Master,Data Scientist,6,160000.0
27,Other,PhD,Sales Representative,4,55000.0
36,Male,Bachelor,Sales Director,6,75000.0
30,Female,PhD,Data Scientist,7,185000.0
29,Female,Bachelor,Marketing Analyst,4,70000.0
30,Male,PhD,Data Scientist,7,185000.0
32,Male,Bachelor,Marketing Coordinator,4,50000.0
32,Female,PhD,Data Scientist,10,193000.0
34,Female,Master,Product Manager,7,110000.0
29,Other,Bachelor,Back end Developer,3,85000.0
29,Male,Bachelor,Marketing Analyst,4,70000.0
23,Female,Bachelor,Sales Representative,1,35000.0
29,Other,Bachelor,Front End Developer,4,80000.0
26,Other,Bachelor,Data Analyst,3,130000.0
27,Female,PhD,Data Scientist,2,115000.0
32,Male,Bachelor,Marketing Coordinator,4,50000.0
31,Female,Bachelor,Data Analyst,9,195000.0
29,Other,Bachelor,Marketing Analyst,3,60000.0
43,Other,PhD,Senior Project Engineer,13,180000.0
33,Other,Bachelor,Human Resources Manager,8,95000.0
43,Other,Master,Senior Software Engineer,21,180367.0
46,Other,Master,Director of Marketing,17,170000.0
27,Female,Bachelor,Software Engineer,4,140000.0
31,Other,Master,Data Scientist,6,160000.0
31,Female,Bachelor,Data Analyst,9,195000.0
27,Other,Bachelor,Graphic Designer,2,50000.0
24,Female,Bachelor,Web Developer,1,45000.0
30,Male,PhD,Data Scientist,6,135000.0
42,Male,Master,Product Manager,14,180000.0
33,Male,Bachelor,Operations Manager,7,85000.0
41,Other,Master,Marketing Coordinator,13,131000.0
29,Female,High School,Junior Sales Associate,1,30000.0
36,Female,PhD,Research Scientist,12,160000.0
32,Other,Bachelor,Content Marketing Manager,7,90000.0
43,Other,Bachelor,Content Marketing Manager,14,140000.0
22,Male,High School,Receptionist,0,25000.0
42,Other,Master,Senior Project Engineer,11,170000.0
33,Other,Master,Data Analyst,8,100000.0
25,Female,Bachelor,Product Manager,1,55000.0
38,Other,Bachelor,Operations Manager,11,119000.0
30,Male,PhD,Data Scientist,7,185000.0
42,Female,Master,Digital Marketing Manager,14,140000.0
26,Male,Bachelor,Software Developer,3,61000.0
32,Male,Bachelor,Software Engineer,8,190000.0
32,Other,Master,Financial Manager,8,120000.0
26,Female,Bachelor,Product Designer,2,50000.0
50,Other,PhD,Software Engineer Manager,16,190000.0
26,Other,Bachelor,Data Analyst,3,130000.0
31,Male,Bachelor,Data Analyst,9,195000.0
36,Other,Bachelor,Full Stack Engineer,13,143885.0
50,Female,PhD,Data Scientist,23,225000.0
41,Other,PhD,Director of Data Science,16,200000.0
30,Male,Master,Front end Developer,8,106492.0
30,Female,Bachelor,Junior Marketing Manager,4,50000.0
31,Female,Master,Data Scientist,7,180000.0
27,Male,PhD,Marketing Manager,4,55000.0
24,Male,Bachelor,Back end Developer,2,65000.0
38,Other,Bachelor,Senior HR Generalist,8,95000.0
36,Female,PhD,Senior Data Scientist,12,170000.0
35,Male,Bachelor,Project Manager,10,95000.0
27,Female,Bachelor,Software Engineer,3,80000.0
32,Male,Bachelor,Product Manager,7,120000.0
26,Male,Master,Front end Developer,1,55000.0
26,Other,Bachelor,Data Analyst,3,130000.0
27,Female,Master,Content Marketing Manager,4,80000.0
26,Other,High School,Junior HR Generalist,2,35000.0
36,Male,Master,Back end Developer,9,150000.0
29,Female,Bachelor,Sales Director,6,75000.0
44,Other,Master,Senior Software Engineer,19,152944.0
42,Female,PhD,Data Scientist,13,140000.0
32,Female,Bachelor,Junior Sales Representative,3,45000.0
47,Other,PhD,Senior Product Marketing Manager,17,170000.0
48,Male,PhD,Director of Data Science,18,210000.0
30,Female,Bachelor,Data Analyst,5,145000.0
30,Female,PhD,Data Scientist,7,185000.0
33,Other,Bachelor,Project Manager,8,120000.0
31,Male,Bachelor,Accountant,4,55000.0
47,Male,PhD,Data Scientist,19,190000.0
32,Female,PhD,Data Scientist,9,145000.0
31,Male,Bachelor,Junior Project Manager,3,55000.0
37,Female,Master,Marketing Manager,12,125000.0
33,Other,Bachelor,Marketing Manager,9,140000.0
27,Male,Master,Human Resources Coordinator,3,50000.0
42,Male,PhD,Data Scientist,14,140000.0
37,Other,Master,Marketing Manager,12,125000.0
43,Male,Master,Sales Manager,14,140000.0
39,Other,Bachelor,Financial Manager,16,200000.0
